Geography,Gender,Indicators,Percent,Number,Date
Alberta,Total,Rarely,14.2,554,2024-04-01
Alberta,Total,Rarely,12.9,512,2024-07-01
Alberta,Total,Rarely,14.8,592,2024-10-01
Alberta,Total,Rarely,11.7,471,2025-01-01
Alberta,Total,Rarely,13.9,560,2025-04-01
Alberta,Men,Always,59.4,1049,2021-07-01
Alberta,Men,Always,62.2,1102,2021-10-01
Alberta,Men,Always,63.4,1130,2022-01-01
Alberta,Men,Always,61,1095,2022-04-01
Alberta,Men,Always,62.6,1132,2022-07-01
Alberta,Men,Always,51.2,930,2022-10-01
Alberta,Men,Always,48.8,902,2023-04-01
Alberta,Men,Always,58.5,1133,2024-01-01
Alberta,Men,Always,46.2,923,2024-04-01
Alberta,Men,Always,55.5,1100,2024-07-01
Alberta,Men,Always,48,963,2024-10-01
Alberta,Men,Always,53.1,1067,2025-01-01
Alberta,Men,Always,53.3,1075,2025-04-01
Alberta,Men,Sometimes,26.9,474,2021-07-01
Alberta,Men,Sometimes,24.8,440,2021-10-01
Alberta,Men,Sometimes,27.5,491,2022-01-01
Alberta,Men,Sometimes,24.1,433,2022-04-01
Alberta,Men,Sometimes,28.2,511,2022-07-01
Alberta,Men,Sometimes,34.8,632,2022-10-01
Alberta,Men,Sometimes,34,628,2023-04-01
Alberta,Men,Sometimes,27.3,527,2024-01-01
Alberta,Men,Sometimes,37.8,755,2024-04-01
Alberta,Men,Sometimes,28.9,572,2024-07-01
Alberta,Men,Sometimes,33.2,666,2024-10-01
Alberta,Men,Sometimes,32.2,648,2025-01-01
Alberta,Men,Sometimes,31.9,644,2025-04-01
Alberta,Men,Rarely,13.7,NA,2021-07-01
Alberta,Men,Rarely,12.9,NA,2021-10-01
Alberta,Men,Rarely,9.1,NA,2022-01-01
Alberta,Men,Rarely,14.9,NA,2022-04-01
Alberta,Men,Rarely,9.1,NA,2022-07-01
Alberta,Men,Rarely,13.9,NA,2022-10-01
Alberta,Men,Rarely,17.2,318,2023-04-01
Alberta,Men,Rarely,14.2,275,2024-01-01
Alberta,Men,Rarely,15.9,318,2024-04-01
Alberta,Men,Rarely,15.6,308,2024-07-01
Alberta,Men,Rarely,18.8,378,2024-10-01
Alberta,Men,Rarely,14.6,NA,2025-01-01
Alberta,Men,Rarely,14.9,300,2025-04-01
Alberta,Women,Always,64.4,1138,2021-07-01
Alberta,Women,Always,59.5,1053,2021-10-01
Alberta,Women,Always,66,1180,2022-01-01
Alberta,Women,Always,61.9,1113,2022-04-01
Alberta,Women,Always,63.5,1153,2022-07-01
Alberta,Women,Always,64.8,1185,2022-10-01
Alberta,Women,Always,55.4,1032,2023-04-01
Alberta,Women,Always,59.4,1143,2024-01-01
Alberta,Women,Always,52.3,1001,2024-04-01
Alberta,Women,Always,54.8,1086,2024-07-01
Alberta,Women,Always,55,1096,2024-10-01
Alberta,Women,Always,58.2,1163,2025-01-01
Alberta,Women,Always,53.2,1074,2025-04-01
Alberta,Women,Sometimes,28.6,505,2021-07-01
Alberta,Women,Sometimes,31,548,2021-10-01
Alberta,Women,Sometimes,27.6,494,2022-01-01
Alberta,Women,Sometimes,30.6,551,2022-04-01
Alberta,Women,Sometimes,32.4,588,2022-07-01
Alberta,Women,Sometimes,26.5,486,2022-10-01
Alberta,Women,Sometimes,28.2,526,2023-04-01
Alberta,Women,Sometimes,30.8,592,2024-01-01
Alberta,Women,Sometimes,35.3,675,2024-04-01
Alberta,Women,Sometimes,34.9,693,2024-07-01
Alberta,Women,Sometimes,34.3,684,2024-10-01
Alberta,Women,Sometimes,33,661,2025-01-01
Alberta,Women,Sometimes,33.9,686,2025-04-01
Alberta,Women,Rarely,7,NA,2021-07-01
Alberta,Women,Rarely,9.5,NA,2021-10-01
Alberta,Women,Rarely,6.4,NA,2022-01-01
Alberta,Women,Rarely,7.5,NA,2022-04-01
Alberta,Women,Rarely,4.2,NA,2022-07-01
Alberta,Women,Rarely,8.7,NA,2022-10-01
Alberta,Women,Rarely,16.4,NA,2023-04-01
Alberta,Women,Rarely,9.8,188,2024-01-01
Alberta,Women,Rarely,12.3,236,2024-04-01
Alberta,Women,Rarely,10.3,NA,2024-07-01
Alberta,Women,Rarely,10.7,NA,2024-10-01
Alberta,Women,Rarely,8.8,NA,2025-01-01
Alberta,Women,Rarely,12.9,NA,2025-04-01
British_Columbia,Total,Always,64.9,2825,2021-07-01
British_Columbia,Total,Always,59.4,2604,2021-10-01
British_Columbia,Total,Always,60.2,2649,2022-01-01
British_Columbia,Total,Always,58.2,2575,2022-04-01
British_Columbia,Total,Always,61.6,2728,2022-07-01
British_Columbia,Total,Always,54.1,2404,2022-10-01
British_Columbia,Total,Always,54.4,2437,2023-04-01
British_Columbia,Total,Always,57.9,2662,2024-01-01
British_Columbia,Total,Always,54.9,2549,2024-04-01
British_Columbia,Total,Always,53.5,2507,2024-07-01
British_Columbia,Total,Always,53.6,2535,2024-10-01
British_Columbia,Total,Always,54.7,2631,2025-01-01
British_Columbia,Total,Always,53.7,2600,2025-04-01
British_Columbia,Total,Sometimes,26.9,1171,2021-07-01
British_Columbia,Total,Sometimes,30.8,1349,2021-10-01
British_Columbia,Total,Sometimes,30.7,1351,2022-01-01
British_Columbia,Total,Sometimes,32.5,1438,2022-04-01
British_Columbia,Total,Sometimes,27.1,1201,2022-07-01
British_Columbia,Total,Sometimes,31.9,1418,2022-10-01
British_Columbia,Total,Sometimes,29.9,1341,2023-04-01
British_Columbia,Total,Sometimes,33.4,1536,2024-01-01
British_Columbia,Total,Sometimes,32.4,1504,2024-04-01
British_Columbia,Total,Sometimes,29.9,1399,2024-07-01
British_Columbia,Total,Sometimes,32.9,1554,2024-10-01
British_Columbia,Total,Sometimes,33.1,1593,2025-01-01
British_Columbia,Total,Sometimes,31.7,1531,2025-04-01
British_Columbia,Total,Rarely,8.2,357,2021-07-01
British_Columbia,Total,Rarely,9.8,430,2021-10-01
British_Columbia,Total,Rarely,9.2,404,2022-01-01
British_Columbia,Total,Rarely,9.2,408,2022-04-01
British_Columbia,Total,Rarely,11.2,498,2022-07-01
British_Columbia,Total,Rarely,14,623,2022-10-01
British_Columbia,Total,Rarely,15.7,705,2023-04-01
British_Columbia,Total,Rarely,8.8,402,2024-01-01
British_Columbia,Total,Rarely,12.7,589,2024-04-01
British_Columbia,Total,Rarely,16.6,777,2024-07-01
British_Columbia,Total,Rarely,13.5,638,2024-10-01
British_Columbia,Total,Rarely,12.1,584,2025-01-01
British_Columbia,Total,Rarely,14.6,706,2025-04-01
British_Columbia,Men,Always,65,1383,2021-07-01
British_Columbia,Men,Always,55.8,1208,2021-10-01
British_Columbia,Men,Always,59.1,1270,2022-01-01
British_Columbia,Men,Always,59.9,1300,2022-04-01
British_Columbia,Men,Always,60.7,1338,2022-07-01
British_Columbia,Men,Always,51.5,1120,2022-10-01
British_Columbia,Men,Always,52.4,1157,2023-04-01
British_Columbia,Men,Always,57.6,1292,2024-01-01
British_Columbia,Men,Always,52.7,1206,2024-04-01
British_Columbia,Men,Always,52.3,1210,2024-07-01
British_Columbia,Men,Always,50.9,1195,2024-10-01
British_Columbia,Men,Always,51,1211,2025-01-01
British_Columbia,Men,Always,50.8,1212,2025-04-01
British_Columbia,Men,Sometimes,26.6,566,2021-07-01
British_Columbia,Men,Sometimes,32.3,698,2021-10-01
British_Columbia,Men,Sometimes,30.1,648,2022-01-01
British_Columbia,Men,Sometimes,31,673,2022-04-01
British_Columbia,Men,Sometimes,28.5,628,2022-07-01
British_Columbia,Men,Sometimes,32.5,708,2022-10-01
British_Columbia,Men,Sometimes,29.5,651,2023-04-01
British_Columbia,Men,Sometimes,32.3,725,2024-01-01
British_Columbia,Men,Sometimes,31.5,722,2024-04-01
British_Columbia,Men,Sometimes,28.3,654,2024-07-01
British_Columbia,Men,Sometimes,34.4,806,2024-10-01
British_Columbia,Men,Sometimes,37.2,883,2025-01-01
British_Columbia,Men,Sometimes,31,738,2025-04-01
British_Columbia,Men,Rarely,8.3,NA,2021-07-01
British_Columbia,Men,Rarely,11.9,NA,2021-10-01
British_Columbia,Men,Rarely,10.8,NA,2022-01-01
British_Columbia,Men,Rarely,9.1,NA,2022-04-01
British_Columbia,Men,Rarely,10.8,NA,2022-07-01
British_Columbia,Men,Rarely,16,349,2022-10-01
British_Columbia,Men,Rarely,18.1,400,2023-04-01
British_Columbia,Men,Rarely,10.1,227,2024-01-01
British_Columbia,Men,Rarely,15.8,362,2024-04-01
British_Columbia,Men,Rarely,19.5,451,2024-07-01
British_Columbia,Men,Rarely,14.7,344,2024-10-01
British_Columbia,Men,Rarely,11.8,NA,2025-01-01
British_Columbia,Men,Rarely,18.2,435,2025-04-01
British_Columbia,Women,Always,64.8,1441,2021-07-01
British_Columbia,Women,Always,62.9,1396,2021-10-01
British_Columbia,Women,Always,61.2,1378,2022-01-01
British_Columbia,Women,Always,56.6,1275,2022-04-01
British_Columbia,Women,Always,62.5,1390,2022-07-01
British_Columbia,Women,Always,56.6,1284,2022-10-01
British_Columbia,Women,Always,56.3,1280,2023-04-01
British_Columbia,Women,Always,58.1,1370,2024-01-01
British_Columbia,Women,Always,57.1,1343,2024-04-01
British_Columbia,Women,Always,54.8,1297,2024-07-01
British_Columbia,Women,Always,56.3,1340,2024-10-01
British_Columbia,Women,Always,58.4,1420,2025-01-01
British_Columbia,Women,Always,56.6,1387,2025-04-01
British_Columbia,Women,Sometimes,27.2,605,2021-07-01
British_Columbia,Women,Sometimes,29.3,651,2021-10-01
British_Columbia,Women,Sometimes,31.2,702,2022-01-01
British_Columbia,Women,Sometimes,34,765,2022-04-01
British_Columbia,Women,Sometimes,25.8,573,2022-07-01
British_Columbia,Women,Sometimes,31.3,710,2022-10-01
British_Columbia,Women,Sometimes,30.3,690,2023-04-01
British_Columbia,Women,Sometimes,34.4,811,2024-01-01
British_Columbia,Women,Sometimes,33.2,782,2024-04-01
British_Columbia,Women,Sometimes,31.5,745,2024-07-01
British_Columbia,Women,Sometimes,31.4,747,2024-10-01
British_Columbia,Women,Sometimes,29.1,709,2025-01-01
British_Columbia,Women,Sometimes,32.3,793,2025-04-01
British_Columbia,Women,Rarely,8.1,NA,2021-07-01
British_Columbia,Women,Rarely,7.7,NA,2021-10-01
British_Columbia,Women,Rarely,7.6,NA,2022-01-01
British_Columbia,Women,Rarely,9.4,211,2022-04-01
British_Columbia,Women,Rarely,11.6,NA,2022-07-01
British_Columbia,Women,Rarely,12.1,274,2022-10-01
British_Columbia,Women,Rarely,13.4,NA,2023-04-01
British_Columbia,Women,Rarely,7.5,NA,2024-01-01
British_Columbia,Women,Rarely,9.6,NA,2024-04-01
British_Columbia,Women,Rarely,13.8,326,2024-07-01
British_Columbia,Women,Rarely,12.3,NA,2024-10-01
British_Columbia,Women,Rarely,12.5,NA,2025-01-01
British_Columbia,Women,Rarely,11.1,271,2025-04-01
